episode,job_count,machine_count,selection_count,best_source,candidate_count,loss,score_json,hard_violation_count,makespan,bay_internal_cut_length_gap,bay_internal_wo_count_gap,bay_internal_bevel_quantity_gap,bay_internal_occupancy_gap,raw_hard_violation_count,raw_makespan,raw_bay_internal_cut_length_gap,raw_bay_internal_wo_count_gap,raw_bay_internal_bevel_quantity_gap,raw_bay_internal_occupancy_gap,normalized_bay_internal_cut_length_gap,normalized_bay_internal_wo_count_gap,normalized_bay_internal_bevel_quantity_gap,normalized_bay_internal_occupancy_gap
10587,85,15,85,22:agent_sample_11|23:agent_greedy|24:agent_sample_4|25:agent_greedy|trans:agent_sample_44,340,0.414306307,"[0, 150.030106, 161.174901455, 4.0, 12.0, 66.092998]",0,150.030106,161.174901455,4.0,12.0,66.092998,0,150.030106,161.174901455,4.0,12.0,66.092998,1.238571813,1.34198139,4.907936508,1.523779314
10588,84,15,84,22:agent_greedy|23:agent_sample_2|24:agent_sample_2|25:agent_sample_18|trans:agent_sample_13,340,0.506791118,"[0, 126.250244, 275.042541781, 8.0, 24.0, 94.138773]",0,126.250244,275.042541781,8.0,24.0,94.138773,0,126.250244,275.042541781,8.0,24.0,94.138773,1.019996231,1.288888888,9.478571429,1.990073808
10589,80,15,80,22:agent_sample_10|23:agent_sample_11|24:agent_sample_30|25:agent_sample_13|trans:agent_greedy,340,0.326417208,"[0, 134.169955, 375.411784833, 9.0, 32.0, 135.955678]",0,134.169955,375.411784833,9.0,32.0,135.955678,0,134.169955,375.411784833,9.0,32.0,135.955678,1.39694686,1.717460317,9.368233082,2.222477686
10590,198,15,198,22:agent_sample_15|23:agent_sample_5|24:agent_sample_55|25:lpt_batch|trans:lpt_batch,340,0.685373616,"[0, 323.269169, 176.957667427, 9.0, 30.0, 113.00016]",0,323.269169,176.957667427,9.0,30.0,113.00016,0,323.269169,176.957667427,9.0,30.0,113.00016,0.598417828,1.542857142,8.135119363,2.046133789
10591,143,15,143,22:agent_sample_23|23:agent_sample_54|24:agent_sample_29|25:lpt_batch|trans:agent_sample_14,340,0.437569594,"[0, 205.178278, 423.650869644, 18.0, 32.0, 42.516952]",0,205.178278,423.650869644,18.0,32.0,42.516952,0,205.178278,423.650869644,18.0,32.0,42.516952,0.714570806,3.080277862,7.358543417,0.433510697
10592,68,15,68,22:agent_sample_15|23:agent_sample_36|24:lpt_batch|25:agent_sample_40|trans:agent_sample_13,340,0.593353897,"[0, 131.940312, 255.510612638, 11.0, 24.0, 78.735044]",0,131.940312,255.510612638,11.0,24.0,78.735044,0,131.940312,255.510612638,11.0,24.0,78.735044,0.889896153,2.561764706,5.876470588,1.026798084
10593,190,15,190,22:lpt_batch|23:agent_sample_51|24:agent_greedy|25:lpt_batch|trans:agent_sample_18,340,0.423781562,"[0, 241.290284, 330.914281542, 6.0, 42.0, 33.78173]",0,241.290284,330.914281542,6.0,42.0,33.78173,0,241.290284,330.914281542,6.0,42.0,33.78173,0.683062225,0.663322894,6.573296673,0.304663448
10594,91,15,91,22:long_bevel_batch|23:agent_sample_13|24:agent_sample_30|25:agent_sample_12|trans:agent_sample_26,340,0.713139689,"[0, 175.650668, 148.877722457, 5.0, 26.0, 80.799504]",0,175.650668,148.877722457,5.0,26.0,80.799504,0,175.650668,148.877722457,5.0,26.0,80.799504,1.609831674,2.038596492,7.1,1.64616049
10595,170,15,170,22:agent_sample_20|23:agent_sample_62|24:agent_sample_14|25:lpt_batch|trans:agent_sample_36,340,0.534023196,"[0, 283.356153, 308.378044396, 14.0, 25.0, 80.071827]",0,283.356153,308.378044396,14.0,25.0,80.071827,0,283.356153,308.378044396,14.0,25.0,80.071827,0.626506201,2.457738095,6.290166028,1.154128631
10596,82,15,82,22:agent_sample_10|23:agent_sample_38|24:agent_sample_11|25:agent_sample_53|trans:agent_sample_42,340,0.503783423,"[0, 104.477638, 243.586350171, 11.0, 30.0, 69.703485]",0,104.477638,243.586350171,11.0,30.0,69.703485,0,104.477638,243.586350171,11.0,30.0,69.703485,1.06641626,2.460526316,6.626666667,1.189427419
10597,221,15,221,22:agent_sample_25|23:agent_sample_27|24:agent_sample_35|25:agent_sample_15|trans:agent_sample_54,340,0.422309595,"[0, 283.064109, 672.853979507, 13.0, 35.0, 32.046523]",0,283.064109,672.853979507,13.0,35.0,32.046523,0,283.064109,672.853979507,13.0,35.0,32.046523,1.323874643,1.727676403,6.149350649,0.322199171
10598,220,15,220,22:agent_sample_27|23:agent_sample_41|24:agent_sample_61|25:agent_sample_35|trans:agent_sample_55,340,0.369129789,"[0, 287.982668, 571.364045144, 24.0, 35.0, 27.447318]",0,287.982668,571.364045144,24.0,35.0,27.447318,0,287.982668,571.364045144,24.0,35.0,27.447318,0.865400704,2.507459893,4.014874492,0.251200781
10599,113,15,113,22:agent_sample_31|23:agent_sample_14|24:agent_greedy|25:agent_sample_17|trans:agent_sample_62,340,0.42814225,"[0, 172.546814, 301.000346311, 8.0, 23.0, 85.428537]",0,172.546814,301.000346311,8.0,23.0,85.428537,0,172.546814,301.000346311,8.0,23.0,85.428537,0.811838661,0.915384616,8.669047619,1.553939063
10600,154,15,154,22:agent_sample_3|23:lpt_batch|24:agent_sample_55|25:agent_sample_7|trans:lpt_batch,340,0.666319853,"[0, 266.486817, 408.404026708, 7.0, 28.0, 50.751549]",0,266.486817,408.404026708,7.0,28.0,50.751549,0,266.486817,408.404026708,7.0,28.0,50.751549,0.871318827,1.281984701,4.483164983,1.003369112
10601,82,15,82,22:agent_sample_10|23:agent_sample_63|24:agent_sample_37|25:agent_sample_21|trans:long_cut_batch,340,2.246150821,"[0, 128.482502, 144.189391776, 5.0, 29.0, 93.279213]",0,128.482502,144.189391776,5.0,29.0,93.279213,0,128.482502,144.189391776,5.0,29.0,93.279213,0.612941039,1.08929766,7.0,1.56037582
10602,246,15,246,22:agent_sample_35|23:agent_sample_3|24:lpt_batch|25:agent_sample_12|trans:agent_sample_19,340,0.496846193,"[0, 322.78162, 445.691313974, 20.0, 56.0, 54.931]",0,322.78162,445.691313974,20.0,56.0,54.931,0,322.78162,445.691313974,20.0,56.0,54.931,0.684123192,1.871155791,5.293412038,0.457808866
10603,108,15,108,22:agent_sample_34|23:long_bevel_batch|24:agent_sample_10|25:lpt_batch|trans:agent_sample_49,340,0.974426132,"[0, 178.411033, 147.635926206, 7.0, 20.0, 78.779423]",0,178.411033,147.635926206,7.0,20.0,78.779423,0,178.411033,147.635926206,7.0,20.0,78.779423,0.945925673,0.98638204,5.545092838,1.457639537
10604,119,15,119,22:agent_sample_33|23:agent_sample_27|24:agent_sample_32|25:agent_sample_36|trans:lpt_batch,340,0.568659729,"[0, 165.064246, 277.511646156, 8.0, 26.0, 92.967341]",0,165.064246,277.511646156,8.0,26.0,92.967341,0,165.064246,277.511646156,8.0,26.0,92.967341,0.622646017,1.59163763,7.285714286,1.385585794
10605,151,15,151,22:agent_sample_27|23:agent_sample_14|24:agent_sample_26|25:lpt_batch|trans:lpt_batch,340,0.595550424,"[0, 238.863343, 227.564600493, 11.0, 31.0, 113.693348]",0,238.863343,227.564600493,11.0,31.0,113.693348,0,238.863343,227.564600493,11.0,31.0,113.693348,0.468261824,2.281354051,6.584761072,1.377149119
10606,223,15,223,22:agent_sample_30|23:agent_sample_11|24:agent_sample_64|25:lpt_batch|trans:lpt_batch,340,0.483812761,"[0, 280.332937, 336.867155204, 18.0, 35.0, 34.924671]",0,280.332937,336.867155204,18.0,35.0,34.924671,0,280.332937,336.867155204,18.0,35.0,34.924671,0.447407883,1.462365591,4.666640212,0.217784322
10607,82,15,82,22:agent_sample_53|23:agent_sample_44|24:long_bevel_batch|25:agent_sample_28|trans:agent_sample_53,340,1.524670154,"[0, 119.107499, 335.910891559, 7.0, 18.0, 126.118995]",0,119.107499,335.910891559,7.0,18.0,126.118995,0,119.107499,335.910891559,7.0,18.0,126.118995,2.133580693,1.558730159,9.125274725,2.39266527
10608,119,15,119,22:agent_sample_23|23:agent_sample_28|24:agent_sample_3|25:agent_sample_16|trans:agent_sample_48,340,0.646113437,"[0, 202.453407, 383.769204571, 8.0, 33.0, 144.070162]",0,202.453407,383.769204571,8.0,33.0,144.070162,0,202.453407,383.769204571,8.0,33.0,144.070162,1.380484179,1.326515152,9.835879806,2.295189008
10609,63,15,63,22:agent_sample_33|23:agent_sample_12|24:agent_sample_31|25:agent_sample_32|trans:agent_sample_12,340,0.479242009,"[0, 103.776823, 336.22343763, 6.0, 29.0, 66.677414]",0,103.776823,336.22343763,6.0,29.0,66.677414,0,103.776823,336.22343763,6.0,29.0,66.677414,1.792614444,2.106869942,9.181818182,1.552700501
10610,108,15,108,22:agent_sample_11|23:agent_sample_33|24:agent_sample_59|25:agent_sample_10|trans:agent_greedy,340,0.554511088,"[0, 148.68962, 146.226831896, 13.0, 16.0, 37.567022]",0,148.68962,146.226831896,13.0,16.0,37.567022,0,148.68962,146.226831896,13.0,16.0,37.567022,0.469381621,2.444919786,11.020779221,0.578718658
10611,134,15,134,22:agent_sample_28|23:agent_sample_35|24:agent_sample_26|25:agent_sample_44|trans:agent_sample_17,340,0.647101516,"[0, 223.42581, 164.157292409, 7.0, 18.0, 75.889243]",0,223.42581,164.157292409,7.0,18.0,75.889243,0,223.42581,164.157292409,7.0,18.0,75.889243,0.698697414,0.598930482,5.357777778,1.451974172
10612,93,15,93,22:agent_sample_42|23:agent_sample_11|24:agent_sample_4|25:agent_sample_14|trans:agent_sample_15,340,0.555698019,"[0, 133.491229, 200.587728616, 6.0, 35.0, 53.523746]",0,133.491229,200.587728616,6.0,35.0,53.523746,0,133.491229,200.587728616,6.0,35.0,53.523746,0.814895062,1.316502463,9.032051282,1.019093936
10613,112,15,112,22:agent_sample_8|23:agent_sample_25|24:agent_sample_28|25:agent_sample_56|trans:agent_sample_17,340,0.605223626,"[0, 151.155833, 398.994398755, 15.0, 23.0, 37.185526]",0,151.155833,398.994398755,15.0,23.0,37.185526,0,151.155833,398.994398755,15.0,23.0,37.185526,1.057270309,2.438375349,6.313725491,0.797727207
10614,177,15,177,22:agent_sample_19|23:agent_sample_17|24:agent_sample_61|25:agent_sample_44|trans:lpt_batch,340,0.4304111,"[0, 249.77249, 310.09393227, 19.0, 35.0, 50.308924]",0,249.77249,310.09393227,19.0,35.0,50.308924,0,249.77249,310.09393227,19.0,35.0,50.308924,0.47563993,2.302857144,5.804787623,0.347705877
10615,130,15,130,22:lpt_batch|23:lpt_batch|24:agent_sample_33|25:agent_greedy|trans:agent_sample_19,340,0.414152649,"[0, 134.524951, 376.661504148, 15.0, 23.0, 39.012975]",0,134.524951,376.661504148,15.0,23.0,39.012975,0,134.524951,376.661504148,15.0,23.0,39.012975,0.876073644,1.732208437,7.394152048,0.417339165
10616,200,15,200,22:agent_sample_33|23:lpt_batch|24:agent_sample_63|25:lpt_batch|trans:agent_sample_18,340,0.76606735,"[0, 331.817475, 387.757550219, 13.0, 24.0, 46.695965]",0,331.817475,387.757550219,13.0,24.0,46.695965,0,331.817475,387.757550219,13.0,24.0,46.695965,1.160119022,2.342454728,5.261494252,0.624129679
10617,106,15,106,22:agent_sample_13|23:agent_sample_12|24:agent_sample_58|25:agent_sample_58|trans:lpt_batch,340,0.531490442,"[0, 186.002065, 468.811267392, 9.0, 39.0, 129.267332]",0,186.002065,468.811267392,9.0,39.0,129.267332,0,186.002065,468.811267392,9.0,39.0,129.267332,1.695705783,1.005148588,9.545454546,1.95660659
10618,140,15,140,22:agent_sample_29|23:agent_sample_50|24:agent_sample_5|25:agent_sample_22|trans:agent_greedy,340,0.450888282,"[0, 180.569528, 194.370324182, 13.0, 47.0, 32.902716]",0,180.569528,194.370324182,13.0,47.0,32.902716,0,180.569528,194.370324182,13.0,47.0,32.902716,0.551836539,2.03953679,7.877020983,0.332525739
10619,169,15,169,22:agent_sample_63|23:agent_sample_43|24:agent_sample_62|25:lpt_batch|trans:agent_sample_34,340,0.51550045,"[0, 262.477003, 319.150550837, 17.0, 23.0, 38.70778]",0,262.477003,319.150550837,17.0,23.0,38.70778,0,262.477003,319.150550837,17.0,23.0,38.70778,1.402403742,2.293493207,5.867857143,0.452674034
10620,88,15,88,22:agent_sample_60|23:lpt_batch|24:agent_sample_9|25:agent_sample_40|trans:agent_sample_11,340,0.601005507,"[0, 110.586821, 484.586290435, 6.0, 20.0, 51.371894]",0,110.586821,484.586290435,6.0,20.0,51.371894,0,110.586821,484.586290435,6.0,20.0,51.371894,2.328741169,1.361315497,9.766666667,0.978282766
10621,164,15,164,22:agent_sample_2|23:agent_sample_18|24:agent_sample_56|25:lpt_batch|trans:lpt_batch,340,0.536213857,"[0, 222.713912, 706.293914973, 23.0, 32.0, 40.003753]",0,222.713912,706.293914973,23.0,32.0,40.003753,0,222.713912,706.293914973,23.0,32.0,40.003753,1.261044499,3.009988501,5.629400922,0.440607399
10622,49,15,49,22:agent_greedy|23:agent_greedy|24:agent_greedy|25:agent_sample_4|trans:agent_sample_14,340,0.48421523,"[0, 77.247009, 221.645495956, 6.0, 13.0, 51.501976]",0,77.247009,221.645495956,6.0,13.0,51.501976,0,77.247009,221.645495956,6.0,13.0,51.501976,1.573683683,1.802380953,8.523809524,1.456335074
10623,84,15,84,22:lpt_batch|23:agent_sample_16|24:best_fit_lth|25:agent_sample_11|trans:agent_sample_63,340,2.463834012,"[0, 82.20241, 289.054521022, 11.0, 27.0, 66.053141]",0,82.20241,289.054521022,11.0,27.0,66.053141,0,82.20241,289.054521022,11.0,27.0,66.053141,1.266904337,2.372291022,7.933333333,1.033534001
10624,81,15,81,22:agent_sample_32|23:agent_sample_40|24:agent_sample_16|25:agent_sample_12|trans:lpt_batch,340,0.729730541,"[0, 122.519526, 276.192042751, 4.0, 20.0, 68.354659]",0,122.519526,276.192042751,4.0,20.0,68.354659,0,122.519526,276.192042751,4.0,20.0,68.354659,1.08656811,0.898636364,9.352380953,1.526328416
10625,230,15,230,22:agent_sample_24|23:agent_sample_26|24:agent_sample_37|25:lpt_batch|trans:lpt_batch,340,0.99597683,"[0, 347.454521, 368.970319469, 20.0, 33.0, 52.696981]",0,347.454521,368.970319469,20.0,33.0,52.696981,0,347.454521,368.970319469,20.0,33.0,52.696981,0.703169069,2.324929575,5.767715459,0.39886251
10626,115,15,115,22:agent_sample_51|23:agent_sample_13|24:best_fit_lth|25:agent_sample_38|trans:lpt_batch,340,0.702840054,"[0, 199.445538, 387.881580243, 8.0, 31.0, 127.013157]",0,199.445538,387.881580243,8.0,31.0,127.013157,0,199.445538,387.881580243,8.0,31.0,127.013157,1.697140522,1.497258297,9.771116739,1.901692242
10627,113,15,113,22:agent_sample_2|23:agent_sample_18|24:agent_sample_58|25:agent_sample_16|trans:agent_sample_49,340,0.590736485,"[0, 209.965527, 244.948899121, 7.0, 26.0, 84.883846]",0,209.965527,244.948899121,7.0,26.0,84.883846,0,209.965527,244.948899121,7.0,26.0,84.883846,1.026614501,1.499278499,8.103030303,1.541916693
10628,173,15,173,22:agent_sample_19|23:agent_sample_55|24:agent_sample_57|25:agent_sample_60|trans:agent_sample_34,340,0.533103788,"[0, 197.570549, 241.275831698, 26.0, 45.0, 92.458451]",0,197.570549,241.275831698,26.0,45.0,92.458451,0,197.570549,241.275831698,26.0,45.0,92.458451,0.426171884,2.618939883,5.056707414,0.606015044
10629,158,15,158,22:agent_sample_17|23:agent_sample_2|24:agent_sample_13|25:agent_sample_24|trans:agent_sample_49,340,0.570388931,"[0, 257.815694, 624.169066362, 18.0, 37.0, 191.579505]",0,257.815694,624.169066362,18.0,37.0,191.579505,0,257.815694,624.169066362,18.0,37.0,191.579505,1.281851827,2.291610845,5.521732214,1.28894438
10630,194,15,194,22:agent_sample_14|23:agent_sample_33|24:agent_greedy|25:agent_sample_59|trans:agent_sample_50,340,0.366022533,"[0, 217.740102, 324.633248116, 13.0, 46.0, 30.16819]",0,217.740102,324.633248116,13.0,46.0,30.16819,0,217.740102,324.633248116,13.0,46.0,30.16819,0.431533582,1.18385585,5.582990049,0.240432635
10631,136,15,136,22:agent_sample_15|23:agent_sample_38|24:agent_sample_52|25:agent_sample_4|trans:lpt_batch,340,0.669693422,"[0, 166.240295, 286.869729044, 17.0, 27.0, 69.950599]",0,166.240295,286.869729044,17.0,27.0,69.950599,0,166.240295,286.869729044,17.0,27.0,69.950599,0.847174879,2.912516804,6.631623932,0.833981834
10632,57,15,57,22:agent_sample_22|23:agent_sample_17|24:agent_sample_19|25:agent_sample_36|trans:agent_sample_16,340,0.705877203,"[0, 80.915849, 189.654365612, 3.0, 13.0, 63.684326]",0,80.915849,189.654365612,3.0,13.0,63.684326,0,80.915849,189.654365612,3.0,13.0,63.684326,1.430107607,0.794338788,6.903361345,1.503720047
10633,188,15,188,22:agent_sample_26|23:agent_sample_20|24:agent_sample_63|25:agent_sample_41|trans:agent_sample_3,340,0.343581572,"[0, 216.49476, 401.59041883, 11.0, 69.0, 25.925467]",0,216.49476,401.59041883,11.0,69.0,25.925467,0,216.49476,401.59041883,11.0,69.0,25.925467,0.596405523,0.841291999,5.960927961,0.182102026
10634,132,15,132,22:agent_sample_42|23:agent_greedy|24:agent_sample_27|25:agent_sample_3|trans:agent_sample_57,340,0.465207911,"[0, 192.468659, 158.716153282, 14.0, 32.0, 36.880888]",0,192.468659,158.716153282,14.0,32.0,36.880888,0,192.468659,158.716153282,14.0,32.0,36.880888,0.508782916,2.549130138,7.064171123,0.512916094
10635,219,15,219,22:agent_sample_2|23:agent_sample_23|24:lpt_batch|25:agent_sample_36|trans:agent_sample_4,340,0.605333734,"[0, 294.776934, 524.250652115, 14.0, 40.0, 46.259953]",0,294.776934,524.250652115,14.0,40.0,46.259953,0,294.776934,524.250652115,14.0,40.0,46.259953,0.925879116,1.136358543,4.390699523,0.239030756
10636,190,15,190,22:agent_sample_25|23:agent_sample_58|24:agent_sample_46|25:lpt_batch|trans:agent_sample_2,340,0.434763563,"[0, 275.883508, 365.714436615, 17.0, 28.0, 40.156672]",0,275.883508,365.714436615,17.0,28.0,40.156672,0,275.883508,365.714436615,17.0,28.0,40.156672,0.693516704,2.121819143,4.165305193,0.427692595
10637,143,15,143,22:agent_sample_2|23:agent_sample_14|24:agent_sample_26|25:agent_sample_30|trans:agent_sample_19,340,0.470788199,"[0, 196.80412, 445.107498248, 15.0, 45.0, 44.908695]",0,196.80412,445.107498248,15.0,45.0,44.908695,0,196.80412,445.107498248,15.0,45.0,44.908695,1.143121911,2.266347687,8.267156862,0.365601816
10638,106,15,106,22:agent_sample_62|23:agent_sample_11|24:agent_sample_2|25:agent_sample_18|trans:agent_sample_30,340,0.463543099,"[0, 118.780131, 301.385904756, 7.0, 44.0, 75.336442]",0,118.780131,301.385904756,7.0,44.0,75.336442,0,118.780131,301.385904756,7.0,44.0,75.336442,1.108448748,1.345891066,5.734900649,1.022811672
10639,177,15,177,22:lpt_batch|23:agent_sample_13|24:agent_sample_40|25:agent_sample_64|trans:agent_sample_12,340,0.476828697,"[0, 196.779559, 238.427488215, 12.0, 39.0, 29.8924]",0,196.779559,238.427488215,12.0,39.0,29.8924,0,196.779559,238.427488215,12.0,39.0,29.8924,0.434499002,1.307910835,5.377194637,0.236264289
10640,153,15,153,22:agent_sample_27|23:agent_sample_17|24:best_fit_lth|25:agent_sample_4|trans:agent_sample_32,340,1.49022103,"[0, 235.449047, 647.324832018, 11.0, 21.0, 57.083708]",0,235.449047,647.324832018,11.0,21.0,57.083708,0,235.449047,647.324832018,11.0,21.0,57.083708,1.902438838,2.179544096,4.053030303,0.820769104
10641,120,15,120,22:agent_sample_29|23:agent_sample_27|24:agent_sample_63|25:agent_sample_46|trans:agent_greedy,340,0.403124902,"[0, 174.564386, 528.547976009, 17.0, 25.0, 69.975615]",0,174.564386,528.547976009,17.0,25.0,69.975615,0,174.564386,528.547976009,17.0,25.0,69.975615,1.140826063,2.211012146,4.653846154,0.548113401
10642,120,15,120,22:agent_sample_35|23:agent_sample_49|24:agent_sample_33|25:agent_sample_36|trans:lpt_batch,340,0.568194735,"[0, 170.851287, 223.190704376, 9.0, 17.0, 109.56683]",0,170.851287,223.190704376,9.0,17.0,109.56683,0,170.851287,223.190704376,9.0,17.0,109.56683,0.995259296,1.368939394,6.855555555,2.160220778
10643,198,15,198,22:agent_sample_22|23:lpt_batch|24:agent_sample_16|25:agent_sample_51|trans:lpt_batch,340,0.529099041,"[0, 231.526379, 448.759205407, 14.0, 65.0, 60.296937]",0,231.526379,448.759205407,14.0,65.0,60.296937,0,231.526379,448.759205407,14.0,65.0,60.296937,0.795797866,1.810547876,6.517987996,0.539688597
10644,117,15,117,22:lpt_batch|23:agent_sample_18|24:agent_sample_33|25:agent_sample_33|trans:agent_greedy,340,0.54488984,"[0, 178.799428, 596.030811853, 11.0, 36.0, 63.223109]",0,178.799428,596.030811853,11.0,36.0,63.223109,0,178.799428,596.030811853,11.0,36.0,63.223109,1.815984291,1.598481782,7.158508158,1.028058124
10645,185,15,185,22:best_fit_lth|23:agent_sample_24|24:agent_sample_3|25:agent_sample_42|trans:agent_sample_7,340,1.405167371,"[0, 284.172481, 283.082022954, 21.0, 53.0, 45.39421]",0,284.172481,283.082022954,21.0,53.0,45.39421,0,284.172481,283.082022954,21.0,53.0,45.39421,0.666929927,3.636126374,8.47555409,0.50793894
10646,176,15,176,22:agent_sample_41|23:agent_greedy|24:agent_sample_15|25:agent_sample_10|trans:lpt_batch,340,0.575137883,"[0, 302.053436, 204.853375221, 9.0, 37.0, 58.382999]",0,302.053436,204.853375221,9.0,37.0,58.382999,0,302.053436,204.853375221,9.0,37.0,58.382999,0.667233121,2.25,8.699672244,0.888435201
10647,194,15,194,22:agent_sample_21|23:agent_sample_28|24:lpt_batch|25:agent_sample_33|trans:agent_sample_48,340,0.878772321,"[0, 241.79606, 427.244763651, 18.0, 37.0, 45.807452]",0,241.79606,427.244763651,18.0,37.0,45.807452,0,241.79606,427.244763651,18.0,37.0,45.807452,0.778500263,1.68214827,4.436601307,0.322023286
10648,153,15,153,22:lpt_batch|23:agent_sample_46|24:agent_sample_28|25:agent_sample_13|trans:agent_sample_37,340,0.482709292,"[0, 183.596855, 566.710939207, 13.0, 29.0, 45.811015]",0,183.596855,566.710939207,13.0,29.0,45.811015,0,183.596855,566.710939207,13.0,29.0,45.811015,1.097621654,1.442735042,5.673512322,0.478997837
10649,171,15,171,22:agent_sample_18|23:agent_sample_29|24:agent_sample_26|25:agent_sample_41|trans:agent_sample_46,340,0.44840281,"[0, 286.448079, 288.052571766, 13.0, 37.0, 62.177039]",0,286.448079,288.052571766,13.0,37.0,62.177039,0,286.448079,288.052571766,13.0,37.0,62.177039,0.751313518,2.675644028,6.82020771,0.716208827
10650,63,15,63,22:agent_greedy|23:agent_sample_29|24:agent_sample_25|25:agent_sample_18|trans:agent_greedy,340,0.617017448,"[0, 85.090606, 137.469082564, 4.0, 17.0, 67.973393]",0,85.090606,137.469082564,4.0,17.0,67.973393,0,85.090606,137.469082564,4.0,17.0,67.973393,0.589257349,1.378279031,7.242424242,1.338961759
10651,188,15,188,22:agent_sample_14|23:agent_sample_15|24:agent_sample_31|25:agent_sample_11|trans:lpt_batch,340,0.67581163,"[0, 337.876485, 388.930377277, 9.0, 22.0, 65.613724]",0,337.876485,388.930377277,9.0,22.0,65.613724,0,337.876485,388.930377277,9.0,22.0,65.613724,1.12297698,1.769032408,3.851363581,0.830081493
10652,112,15,112,22:long_bevel_batch|23:agent_sample_30|24:agent_sample_39|25:agent_sample_10|trans:agent_sample_18,340,1.418945819,"[0, 138.197145, 145.853287045, 12.0, 41.0, 36.94822]",0,138.197145,145.853287045,12.0,41.0,36.94822,0,138.197145,145.853287045,12.0,41.0,36.94822,0.45861307,2.434190314,6.816017317,0.457983447
10653,189,15,189,22:agent_sample_63|23:agent_sample_53|24:lpt_batch|25:agent_sample_42|trans:lpt_batch,340,0.566386938,"[0, 197.983068, 371.010804556, 18.0, 48.0, 42.487098]",0,197.983068,371.010804556,18.0,48.0,42.487098,0,197.983068,371.010804556,18.0,48.0,42.487098,0.642390057,2.082482994,5.705388908,0.351479788
10654,87,15,87,22:agent_sample_50|23:agent_sample_16|24:agent_sample_41|25:agent_greedy|trans:agent_sample_11,340,0.592838994,"[0, 123.320523, 325.911746166, 6.0, 20.0, 170.551783]",0,123.320523,325.911746166,6.0,20.0,170.551783,0,123.320523,325.911746166,6.0,20.0,170.551783,1.361261829,1.029824103,8.6,2.765227036
10655,78,15,78,22:agent_sample_34|23:agent_sample_33|24:agent_sample_15|25:agent_sample_19|trans:lpt_batch,340,0.589379284,"[0, 114.149827, 343.317981392, 6.0, 26.0, 100.471557]",0,114.149827,343.317981392,6.0,26.0,100.471557,0,114.149827,343.317981392,6.0,26.0,100.471557,2.296136848,0.809523809,7.391941392,2.391687439
10656,198,15,198,22:lpt_batch|23:lpt_batch|24:lpt_batch|25:agent_sample_22|trans:agent_sample_3,340,0.782704854,"[0, 210.802882, 456.336354833, 15.0, 40.0, 63.630927]",0,210.802882,456.336354833,15.0,40.0,63.630927,0,210.802882,456.336354833,15.0,40.0,63.630927,0.746372239,1.129527544,3.744754607,0.503835159
10657,200,15,200,22:agent_sample_63|23:agent_sample_16|24:lpt_batch|25:agent_sample_62|trans:lpt_batch,340,0.407802039,"[0, 237.959345, 509.541949525, 15.0, 43.0, 25.355431]",0,237.959345,509.541949525,15.0,43.0,25.355431,0,237.959345,509.541949525,15.0,43.0,25.355431,0.736901011,1.339285714,3.548062753,0.149451237
10658,80,15,80,22:agent_sample_59|23:agent_sample_34|24:agent_sample_11|25:agent_sample_40|trans:agent_greedy,340,0.489343119,"[0, 142.560133, 254.525747313, 7.0, 19.0, 113.509613]",0,142.560133,254.525747313,7.0,19.0,113.509613,0,142.560133,254.525747313,7.0,19.0,113.509613,0.676330181,1.482692308,7.490909091,2.028977808
10659,211,15,211,22:lpt_batch|23:lpt_batch|24:lpt_batch|25:agent_sample_19|trans:agent_sample_39,340,0.947184098,"[0, 259.326667, 365.962298434, 19.0, 58.0, 59.712529]",0,259.326667,365.962298434,19.0,58.0,59.712529,0,259.326667,365.962298434,19.0,58.0,59.712529,0.65188432,1.881601731,6.066515751,0.402801186
10660,173,15,173,22:agent_sample_18|23:lpt_batch|24:agent_sample_46|25:agent_greedy|trans:agent_sample_51,340,0.409651381,"[0, 210.204462, 460.874011342, 15.0, 36.0, 40.933697]",0,210.204462,460.874011342,15.0,36.0,40.933697,0,210.204462,460.874011342,15.0,36.0,40.933697,0.829110253,1.591074384,5.433966034,0.33963671
10661,189,15,189,22:agent_sample_58|23:lpt_batch|24:agent_sample_55|25:lpt_batch|trans:lpt_batch,340,0.737504405,"[0, 308.000076, 372.507575345, 18.0, 42.0, 76.789581]",0,308.000076,372.507575345,18.0,42.0,76.789581,0,308.000076,372.507575345,18.0,42.0,76.789581,0.849416272,2.781682467,7.726551226,0.876588055
10662,214,15,214,22:agent_greedy|23:agent_sample_12|24:agent_sample_9|25:lpt_batch|trans:agent_sample_29,340,0.526880914,"[0, 255.696904, 317.82348297, 15.0, 41.0, 46.721004]",0,255.696904,317.82348297,15.0,41.0,46.721004,0,255.696904,317.82348297,15.0,41.0,46.721004,0.408243941,1.539347497,4.772224938,0.298216042
10663,154,15,154,22:lpt_batch|23:agent_sample_33|24:lpt_batch|25:agent_sample_35|trans:agent_sample_19,340,0.498758602,"[0, 164.682172, 486.043878085, 13.0, 36.0, 49.286093]",0,164.682172,486.043878085,13.0,36.0,49.286093,0,164.682172,486.043878085,13.0,36.0,49.286093,1.184757207,1.754545455,3.559301982,0.535469247
