episode,job_count,machine_count,selection_count,best_source,candidate_count,loss,score_json,hard_violation_count,makespan,bay_internal_cut_length_gap,bay_internal_wo_count_gap,bay_internal_bevel_quantity_gap,bay_internal_occupancy_gap,raw_hard_violation_count,raw_makespan,raw_bay_internal_cut_length_gap,raw_bay_internal_wo_count_gap,raw_bay_internal_bevel_quantity_gap,raw_bay_internal_occupancy_gap,normalized_bay_internal_cut_length_gap,normalized_bay_internal_wo_count_gap,normalized_bay_internal_bevel_quantity_gap,normalized_bay_internal_occupancy_gap
1,80,15,80,22:agent_sample_31|23:agent_sample_57|24:agent_sample_64|25:lpt_batch|trans:lpt_batch,340,1.838710165,"[0, 128.883191, 339.253199399, 9.0, 25.0, 62.988867]",0,128.883191,339.253199399,9.0,25.0,62.988867,0,128.883191,339.253199399,9.0,25.0,62.988867,1.517633407,1.975393027,7.969565217,0.86707242
2,164,15,164,22:lpt_batch|23:agent_sample_6|24:agent_sample_29|25:lpt_batch|trans:lpt_batch,340,2.242853618,"[0, 296.899048, 234.785815106, 8.0, 18.0, 57.558005]",0,296.899048,234.785815106,8.0,18.0,57.558005,0,296.899048,234.785815106,8.0,18.0,57.558005,0.710685334,1.103391233,5.485714286,0.787555565
3,71,15,71,22:agent_sample_47|23:agent_sample_21|24:lpt_batch|25:lpt_batch|trans:agent_sample_5,340,1.733997488,"[0, 94.46546, 297.331887748, 11.0, 31.0, 67.501249]",0,94.46546,297.331887748,11.0,31.0,67.501249,0,94.46546,297.331887748,11.0,31.0,67.501249,1.178538539,2.271428571,7.763369963,1.123226723
4,78,15,78,22:agent_sample_47|23:agent_sample_10|24:agent_sample_11|25:lpt_batch|trans:lpt_batch,340,1.745982981,"[0, 114.533805, 232.508577676, 6.0, 18.0, 71.942701]",0,114.533805,232.508577676,6.0,18.0,71.942701,0,114.533805,232.508577676,6.0,18.0,71.942701,1.580679285,1.462417583,8.635714286,1.328574812
5,145,15,145,22:lpt_batch|23:lpt_batch|24:agent_greedy|25:lpt_batch|trans:lpt_batch,340,2.334620643,"[0, 186.142226, 446.576383608, 18.0, 45.0, 49.596006]",0,186.142226,446.576383608,18.0,45.0,49.596006,0,186.142226,446.576383608,18.0,45.0,49.596006,0.979883145,2.713997879,6.762393162,0.521302891
6,84,15,84,22:agent_sample_28|23:agent_sample_24|24:agent_sample_64|25:lpt_batch|trans:lpt_batch,340,1.85940001,"[0, 107.832738, 427.164795177, 5.0, 23.0, 47.812065]",0,107.832738,427.164795177,5.0,23.0,47.812065,0,107.832738,427.164795177,5.0,23.0,47.812065,1.727832572,1.266077401,9.345238096,0.762096506
7,183,15,183,22:lpt_batch|23:lpt_batch|24:lpt_batch|25:lpt_batch|trans:lpt_batch,340,2.679878187,"[0, 172.927781, 458.496587726, 16.0, 31.0, 57.13523]",0,172.927781,458.496587726,16.0,31.0,57.13523,0,172.927781,458.496587726,16.0,31.0,57.13523,0.729071259,1.405277119,4.437584346,0.460519011
8,170,15,170,22:lpt_batch|23:lpt_batch|24:agent_sample_16|25:lpt_batch|trans:lpt_batch,340,2.344601774,"[0, 256.016393, 329.13929213, 11.0, 39.0, 135.663946]",0,256.016393,329.13929213,11.0,39.0,135.663946,0,256.016393,329.13929213,11.0,39.0,135.663946,1.273391354,2.130430482,6.336363636,1.774481918
9,256,15,256,22:lpt_batch|23:lpt_batch|24:lpt_batch|25:lpt_batch|trans:lpt_batch,340,2.926516247,"[0, 226.598257, 421.524255905, 5.0, 75.0, 10.292309]",0,226.598257,421.524255905,5.0,75.0,10.292309,0,226.598257,421.524255905,5.0,75.0,10.292309,0.417100207,0.265102933,5.802055917,0.051429219
10,178,15,178,22:lpt_batch|23:long_cut_batch|24:agent_sample_49|25:lpt_batch|trans:lpt_batch,340,2.497825265,"[0, 234.197323, 410.992525688, 20.0, 33.0, 37.501574]",0,234.197323,410.992525688,20.0,33.0,37.501574,0,234.197323,410.992525688,20.0,33.0,37.501574,0.857653744,2.976081507,7.238568376,0.439022012
11,109,15,109,22:agent_sample_55|23:agent_sample_16|24:agent_sample_21|25:lpt_batch|trans:lpt_batch,340,1.963204622,"[0, 186.952276, 282.061535145, 6.0, 20.0, 58.741104]",0,186.952276,282.061535145,6.0,20.0,58.741104,0,186.952276,282.061535145,6.0,20.0,58.741104,1.153385216,1.271950272,5.783333333,1.255372042
12,107,15,107,22:agent_sample_24|23:agent_sample_42|24:agent_sample_26|25:lpt_batch|trans:lpt_batch,340,1.921348834,"[0, 164.552241, 186.940654362, 4.0, 28.0, 58.05852]",0,164.552241,186.940654362,4.0,28.0,58.05852,0,164.552241,186.940654362,4.0,28.0,58.05852,0.745225803,0.972527473,7.289682541,1.073847475
13,214,15,214,22:lpt_batch|23:lpt_batch|24:lpt_batch|25:lpt_batch|trans:lpt_batch,340,2.693969059,"[0, 264.53361, 651.402012143, 7.0, 48.0, 51.430638]",0,264.53361,651.402012143,7.0,48.0,51.430638,0,264.53361,651.402012143,7.0,48.0,51.430638,0.904825056,0.600922761,4.348178137,0.34121864
14,133,15,133,22:lpt_batch|23:agent_sample_25|24:agent_sample_31|25:lpt_batch|trans:lpt_batch,340,2.099874926,"[0, 231.082406, 225.198601572, 4.0, 23.0, 74.002618]",0,231.082406,225.198601572,4.0,23.0,74.002618,0,231.082406,225.198601572,4.0,23.0,74.002618,0.665637482,0.919937206,4.958204334,0.965596949
15,118,15,118,22:lpt_batch|23:agent_sample_60|24:agent_sample_43|25:lpt_batch|trans:lpt_batch,340,2.084962416,"[0, 151.904842, 202.990243985, 9.0, 24.0, 77.430821]",0,151.904842,202.990243985,9.0,24.0,77.430821,0,151.904842,202.990243985,9.0,24.0,77.430821,0.982298434,1.639836692,10.410989011,0.980674766
16,227,15,227,22:lpt_batch|23:lpt_batch|24:lpt_batch|25:lpt_batch|trans:lpt_batch,340,2.697861767,"[0, 277.91216, 662.88490328, 19.0, 57.0, 51.021585]",0,277.91216,662.88490328,19.0,57.0,51.021585,0,277.91216,662.88490328,19.0,57.0,51.021585,0.907763991,1.586813186,6.024631205,0.302649369
17,116,15,116,22:lpt_batch|23:agent_sample_6|24:lpt_batch|25:lpt_batch|trans:lpt_batch,340,1.970649195,"[0, 171.281715, 432.017770118, 17.0, 29.0, 132.201156]",0,171.281715,432.017770118,17.0,29.0,132.201156,0,171.281715,432.017770118,17.0,29.0,132.201156,1.457996336,2.768398269,6.472937063,1.362674909
18,229,15,229,22:long_cut_batch|23:lpt_batch|24:lpt_batch|25:lpt_batch|trans:lpt_batch,340,2.556233168,"[0, 345.539601, 443.020388667, 18.0, 50.0, 36.018911]",0,345.539601,443.020388667,18.0,50.0,36.018911,0,345.539601,443.020388667,18.0,50.0,36.018911,0.888817712,2.711965812,7.115151516,0.284932385
19,197,15,197,22:lpt_batch|23:lpt_batch|24:lpt_batch|25:lpt_batch|trans:lpt_batch,340,2.428976226,"[0, 248.94841, 460.972826604, 17.0, 41.0, 26.453912]",0,248.94841,460.972826604,17.0,41.0,26.453912,0,248.94841,460.972826604,17.0,41.0,26.453912,0.935805736,2.151540453,6.780929881,0.281896096
20,227,15,227,22:lpt_batch|23:lpt_batch|24:lpt_batch|25:lpt_batch|trans:lpt_batch,340,2.623642254,"[0, 291.611266, 493.954508906, 4.0, 34.0, 20.654073]",0,291.611266,493.954508906,4.0,34.0,20.654073,0,291.611266,493.954508906,4.0,34.0,20.654073,0.77270503,0.464964447,3.420957302,0.192859591
21,88,15,88,22:agent_sample_40|23:agent_sample_3|24:agent_sample_64|25:lpt_batch|trans:long_cut_batch,340,1.785428548,"[0, 174.542487, 246.749157873, 3.0, 17.0, 70.294297]",0,174.542487,246.749157873,3.0,17.0,70.294297,0,174.542487,246.749157873,3.0,17.0,70.294297,0.934237327,1.175,9.058441559,1.408306311
22,227,15,227,22:lpt_batch|23:lpt_batch|24:lpt_batch|25:lpt_batch|trans:lpt_batch,340,2.455947542,"[0, 350.273338, 335.951419279, 10.0, 40.0, 44.486814]",0,350.273338,335.951419279,10.0,40.0,44.486814,0,350.273338,335.951419279,10.0,40.0,44.486814,0.827062094,1.195316456,5.856207382,0.524180182
23,130,15,130,22:lpt_batch|23:long_cut_batch|24:lpt_batch|25:lpt_batch|trans:lpt_batch,340,2.066314387,"[0, 141.211721, 483.680834396, 11.0, 22.0, 56.035901]",0,141.211721,483.680834396,11.0,22.0,56.035901,0,141.211721,483.680834396,11.0,22.0,56.035901,1.006088889,1.386470588,5.383333334,0.555158521
24,164,15,164,22:lpt_batch|23:lpt_batch|24:lpt_batch|25:lpt_batch|trans:lpt_batch,340,2.225391436,"[0, 202.078646, 427.361933891, 16.0, 44.0, 36.33266]",0,202.078646,427.361933891,16.0,44.0,36.33266,0,202.078646,427.361933891,16.0,44.0,36.33266,0.824666514,1.677408566,5.565023848,0.299698022
25,145,15,145,22:lpt_batch|23:agent_sample_51|24:agent_sample_28|25:lpt_batch|trans:lpt_batch,340,1.997575307,"[0, 218.645554, 370.831948866, 10.0, 28.0, 64.974189]",0,218.645554,370.831948866,10.0,28.0,64.974189,0,218.645554,370.831948866,10.0,28.0,64.974189,1.506942911,1.960420533,7.942640692,0.847635011
26,192,15,192,22:lpt_batch|23:lpt_batch|24:lpt_batch|25:lpt_batch|trans:lpt_batch,340,2.462700224,"[0, 190.105139, 332.729767297, 11.0, 88.0, 34.245922]",0,190.105139,332.729767297,11.0,88.0,34.245922,0,190.105139,332.729767297,11.0,88.0,34.245922,0.393361426,0.926406927,6.96048951,0.218758205
27,204,15,204,22:agent_sample_59|23:agent_sample_23|24:lpt_batch|25:lpt_batch|trans:lpt_batch,340,2.22920382,"[0, 331.676831, 451.10352268, 18.0, 40.0, 48.828453]",0,331.676831,451.10352268,18.0,40.0,48.828453,0,331.676831,451.10352268,18.0,40.0,48.828453,1.023601191,2.701159317,5.172727273,0.363303765
28,144,15,144,22:agent_sample_40|23:agent_sample_26|24:agent_sample_62|25:lpt_batch|trans:lpt_batch,340,1.921468222,"[0, 250.526395, 417.361858342, 4.0, 20.0, 140.753235]",0,250.526395,417.361858342,4.0,20.0,140.753235,0,250.526395,417.361858342,4.0,20.0,140.753235,2.399630175,1.351358622,8.557575757,2.5545613
29,110,15,110,22:agent_sample_16|23:agent_sample_57|24:agent_sample_34|25:lpt_batch|trans:lpt_batch,340,1.653074551,"[0, 223.809508, 441.541407822, 7.0, 32.0, 172.915696]",0,223.809508,441.541407822,7.0,32.0,172.915696,0,223.809508,441.541407822,7.0,32.0,172.915696,1.397133621,0.981118882,8.488143436,1.939667132
30,69,15,69,22:agent_sample_21|23:agent_sample_36|24:agent_sample_62|25:lpt_batch|trans:lpt_batch,340,1.463174129,"[0, 107.818109, 219.200183868, 1.0, 28.0, 47.717563]",0,107.818109,219.200183868,1.0,28.0,47.717563,0,107.818109,219.200183868,1.0,28.0,47.717563,1.338528051,0.571428571,12.916666667,1.164905913
31,55,15,55,22:agent_sample_42|23:agent_sample_62|24:agent_sample_45|25:lpt_batch|trans:lpt_batch,340,1.277238548,"[0, 87.163743, 311.296341401, 2.0, 23.0, 100.550547]",0,87.163743,311.296341401,2.0,23.0,100.550547,0,87.163743,311.296341401,2.0,23.0,100.550547,2.638892491,0.784313726,7.848484849,2.527357016
32,183,15,183,22:lpt_batch|23:lpt_batch|24:lpt_batch|25:lpt_batch|trans:lpt_batch,340,2.425638914,"[0, 206.53082, 656.280290843, 18.0, 34.0, 37.680234]",0,206.53082,656.280290843,18.0,34.0,37.680234,0,206.53082,656.280290843,18.0,34.0,37.680234,1.189171471,2.198074391,4.425529054,0.347811165
33,110,15,110,22:agent_sample_29|23:agent_sample_43|24:agent_sample_9|25:lpt_batch|trans:lpt_batch,340,1.937224054,"[0, 159.519153, 346.316976481, 9.0, 33.0, 72.923234]",0,159.519153,346.316976481,9.0,33.0,72.923234,0,159.519153,346.316976481,9.0,33.0,72.923234,1.077961667,2.03116883,10.204761904,0.898084521
34,210,15,210,22:lpt_batch|23:lpt_batch|24:long_cut_batch|25:lpt_batch|trans:lpt_batch,340,2.454197979,"[0, 320.450109, 1217.969739994, 18.0, 37.0, 61.064003]",0,320.450109,1217.969739994,18.0,37.0,61.064003,0,320.450109,1217.969739994,18.0,37.0,61.064003,2.043521899,2.262095875,5.18438914,0.503638199
35,93,15,93,22:agent_sample_56|23:agent_sample_59|24:agent_sample_18|25:lpt_batch|trans:lpt_batch,340,1.74825263,"[0, 160.899868, 234.712257646, 7.0, 20.0, 56.255252]",0,160.899868,234.712257646,7.0,20.0,56.255252,0,160.899868,234.712257646,7.0,20.0,56.255252,0.702145824,1.388636364,5.617715617,0.915988492
36,74,15,74,22:agent_sample_41|23:agent_sample_25|24:agent_sample_28|25:lpt_batch|trans:lpt_batch,340,1.635476565,"[0, 106.616581, 106.985748996, 5.0, 15.0, 38.50317]",0,106.616581,106.985748996,5.0,15.0,38.50317,0,106.616581,106.985748996,5.0,15.0,38.50317,0.550920341,1.366120837,7.544444444,0.838346891
37,189,15,189,22:lpt_batch|23:lpt_batch|24:lpt_batch|25:lpt_batch|trans:lpt_batch,340,2.404431605,"[0, 248.982626, 438.17111381, 12.0, 33.0, 49.834474]",0,248.982626,438.17111381,12.0,33.0,49.834474,0,248.982626,438.17111381,12.0,33.0,49.834474,0.750342185,1.406916455,4.701145775,0.491929316
38,215,15,215,22:agent_sample_47|23:agent_sample_10|24:agent_sample_7|25:lpt_batch|trans:lpt_batch,340,2.127130485,"[0, 357.289202, 196.957704375, 4.0, 30.0, 124.500219]",0,357.289202,196.957704375,4.0,30.0,124.500219,0,357.289202,196.957704375,4.0,30.0,124.500219,0.420241934,0.937856526,8.234416273,1.846976494
39,199,15,199,22:lpt_batch|23:lpt_batch|24:lpt_batch|25:lpt_batch|trans:lpt_batch,340,2.347576094,"[0, 264.758799, 526.815438047, 15.0, 33.0, 48.00412]",0,264.758799,526.815438047,15.0,33.0,48.00412,0,264.758799,526.815438047,15.0,33.0,48.00412,0.686936274,1.794505494,6.053739503,0.433589509
40,191,15,191,22:lpt_batch|23:lpt_batch|24:lpt_batch|25:lpt_batch|trans:lpt_batch,340,2.341855717,"[0, 241.046665, 487.082087953, 22.0, 34.0, 64.687718]",0,241.046665,487.082087953,22.0,34.0,64.687718,0,241.046665,487.082087953,22.0,34.0,64.687718,0.927923088,2.784439916,3.571083507,0.551824814
41,176,15,176,22:agent_sample_43|23:agent_sample_45|24:agent_greedy|25:lpt_batch|trans:lpt_batch,340,2.074033475,"[0, 312.947996, 203.068706307, 10.0, 25.0, 66.384221]",0,312.947996,203.068706307,10.0,25.0,66.384221,0,312.947996,203.068706307,10.0,25.0,66.384221,0.647923875,2.155156037,7.199171842,1.06489194
42,118,15,118,22:agent_greedy|23:agent_sample_15|24:agent_sample_13|25:lpt_batch|trans:lpt_batch,340,1.904905319,"[0, 151.103205, 283.840725764, 18.0, 46.0, 80.706057]",0,151.103205,283.840725764,18.0,46.0,80.706057,0,151.103205,283.840725764,18.0,46.0,80.706057,0.610097276,3.074675325,7.536096256,0.749244908
43,164,15,164,22:agent_sample_10|23:agent_sample_57|24:lpt_batch|25:lpt_batch|trans:lpt_batch,340,2.054858327,"[0, 298.679758, 390.809315121, 13.0, 23.0, 64.829809]",0,298.679758,390.809315121,13.0,23.0,64.829809,0,298.679758,390.809315121,13.0,23.0,64.829809,1.44784394,2.283247714,6.360839161,1.032675237
44,272,15,272,22:lpt_batch|23:agent_sample_63|24:lpt_batch|25:lpt_batch|trans:lpt_batch,340,2.381877327,"[0, 428.860397, 524.816644258, 22.0, 39.0, 75.820073]",0,428.860397,524.816644258,22.0,39.0,75.820073,0,428.860397,524.816644258,22.0,39.0,75.820073,1.185828772,3.067471402,5.554004577,0.670026881
45,135,15,135,22:lpt_batch|23:lpt_batch|24:lpt_batch|25:lpt_batch|trans:lpt_batch,340,2.053806448,"[0, 167.414945, 414.43223962, 14.0, 20.0, 46.92205]",0,167.414945,414.43223962,14.0,20.0,46.92205,0,167.414945,414.43223962,14.0,20.0,46.92205,1.004616166,2.025274725,5.5751634,0.512799243
46,88,15,88,22:agent_sample_19|23:lpt_batch|24:agent_sample_62|25:lpt_batch|trans:lpt_batch,340,1.64835186,"[0, 111.188368, 263.557773784, 9.0, 34.0, 90.586102]",0,111.188368,263.557773784,9.0,34.0,90.586102,0,111.188368,263.557773784,9.0,34.0,90.586102,1.124919234,2.083839638,9.984848485,1.356297952
47,155,15,155,22:lpt_batch|23:lpt_batch|24:lpt_batch|25:lpt_batch|trans:lpt_batch,340,2.165549827,"[0, 201.378204, 391.838591248, 9.0, 32.0, 49.528549]",0,201.378204,391.838591248,9.0,32.0,49.528549,0,201.378204,391.838591248,9.0,32.0,49.528549,1.332278058,1.685064935,6.403973372,0.687575653
48,144,15,144,22:lpt_batch|23:agent_sample_54|24:agent_sample_59|25:lpt_batch|trans:lpt_batch,340,2.056244469,"[0, 196.481826, 581.615285677, 15.0, 40.0, 67.568655]",0,196.481826,581.615285677,15.0,40.0,67.568655,0,196.481826,581.615285677,15.0,40.0,67.568655,1.149861745,2.166884602,6.643846154,0.77015122
49,198,15,198,22:lpt_batch|23:lpt_batch|24:lpt_batch|25:lpt_batch|trans:lpt_batch,340,2.153614163,"[0, 299.922279, 412.847051387, 10.0, 30.0, 52.823031]",0,299.922279,412.847051387,10.0,30.0,52.823031,0,299.922279,412.847051387,10.0,30.0,52.823031,1.235816402,1.828169014,5.659383753,0.700498107
50,149,15,149,22:lpt_batch|23:agent_greedy|24:agent_sample_33|25:lpt_batch|trans:lpt_batch,340,2.06121583,"[0, 185.16182, 336.170843897, 15.0, 31.0, 121.909502]",0,185.16182,336.170843897,15.0,31.0,121.909502,0,185.16182,336.170843897,15.0,31.0,121.909502,0.823434471,2.112492771,5.286535626,1.084343569
51,94,15,94,22:agent_sample_50|23:agent_sample_2|24:agent_sample_17|25:lpt_batch|trans:lpt_batch,340,1.833588433,"[0, 178.004993, 192.241787729, 9.0, 34.0, 73.442251]",0,178.004993,192.241787729,9.0,34.0,73.442251,0,178.004993,192.241787729,9.0,34.0,73.442251,1.065796345,1.538636364,9.81919192,1.445847207
52,219,15,219,22:lpt_batch|23:lpt_batch|24:lpt_batch|25:lpt_batch|trans:lpt_batch,340,2.533610201,"[0, 268.388581, 672.744884387, 14.0, 36.0, 49.607397]",0,268.388581,672.744884387,14.0,36.0,49.607397,0,268.388581,672.744884387,14.0,36.0,49.607397,1.132720583,1.216315309,3.66627907,0.353887114
53,194,15,194,22:long_cut_batch|23:agent_sample_31|24:lpt_batch|25:lpt_batch|trans:lpt_batch,340,2.266062355,"[0, 309.374452, 740.882787373, 11.0, 32.0, 45.310198]",0,309.374452,740.882787373,11.0,32.0,45.310198,0,309.374452,740.882787373,11.0,32.0,45.310198,2.435786603,2.179798087,7.274724243,0.675795646
54,113,15,113,22:agent_sample_20|23:agent_sample_17|24:agent_sample_7|25:lpt_batch|trans:lpt_batch,340,1.793881941,"[0, 171.612829, 324.035458138, 8.0, 25.0, 92.022709]",0,171.612829,324.035458138,8.0,25.0,92.022709,0,171.612829,324.035458138,8.0,25.0,92.022709,1.199250855,1.389647195,8.065062388,1.328948899
55,225,15,225,22:lpt_batch|23:lpt_batch|24:lpt_batch|25:lpt_batch|trans:lpt_batch,340,2.530127192,"[0, 269.18667, 484.876113105, 11.0, 42.0, 53.880679]",0,269.18667,484.876113105,11.0,42.0,53.880679,0,269.18667,484.876113105,11.0,42.0,53.880679,0.626794198,0.932374485,4.474511599,0.325396591
56,186,15,186,22:lpt_batch|23:lpt_batch|24:lpt_batch|25:lpt_batch|trans:lpt_batch,340,2.301764107,"[0, 214.631262, 529.117729888, 18.0, 51.0, 48.860822]",0,214.631262,529.117729888,18.0,51.0,48.860822,0,214.631262,529.117729888,18.0,51.0,48.860822,0.944352883,1.88257273,5.956145549,0.439542668
57,151,15,151,22:lpt_batch|23:lpt_batch|24:agent_sample_37|25:lpt_batch|trans:lpt_batch,340,2.058119941,"[0, 181.278087, 684.918739378, 12.0, 34.0, 63.656524]",0,181.278087,684.918739378,12.0,34.0,63.656524,0,181.278087,684.918739378,12.0,34.0,63.656524,1.805769788,1.821697343,5.139300699,0.79835485
58,222,15,222,22:lpt_batch|23:lpt_batch|24:lpt_batch|25:lpt_batch|trans:lpt_batch,340,2.375229812,"[0, 342.850863, 454.805215433, 13.0, 28.0, 47.153613]",0,342.850863,454.805215433,13.0,28.0,47.153613,0,342.850863,454.805215433,13.0,28.0,47.153613,1.29144497,1.741682975,4.226881497,0.486507883
59,121,15,121,22:agent_sample_28|23:agent_sample_43|24:lpt_batch|25:lpt_batch|trans:lpt_batch,340,1.770827317,"[0, 159.298162, 364.563979375, 11.0, 48.0, 35.533954]",0,159.298162,364.563979375,11.0,48.0,35.533954,0,159.298162,364.563979375,11.0,48.0,35.533954,1.188135416,2.055388471,8.358465608,0.554160017
60,192,15,192,22:agent_sample_58|23:agent_sample_10|24:agent_sample_11|25:lpt_batch|trans:lpt_batch,340,2.039878368,"[0, 331.092071, 252.116030771, 12.0, 37.0, 51.847182]",0,331.092071,252.116030771,12.0,37.0,51.847182,0,331.092071,252.116030771,12.0,37.0,51.847182,0.995464397,2.766214178,4.454440664,0.701028664
61,77,15,77,22:long_bevel_batch|23:long_bevel_batch|24:agent_sample_57|25:lpt_batch|trans:lpt_batch,340,2.388503575,"[0, 138.245387, 326.525047285, 4.0, 23.0, 119.883937]",0,138.245387,326.525047285,4.0,23.0,119.883937,0,138.245387,326.525047285,4.0,23.0,119.883937,2.85767635,2.131182796,4.133333333,2.787879959
62,159,15,159,22:lpt_batch|23:agent_sample_29|24:agent_sample_21|25:lpt_batch|trans:lpt_batch,340,2.034396935,"[0, 181.867088, 382.429480336, 15.0, 45.0, 47.628879]",0,181.867088,382.429480336,15.0,45.0,47.628879,0,181.867088,382.429480336,15.0,45.0,47.628879,0.786628674,2.650549451,7.166215253,0.485326452
63,151,15,151,22:lpt_batch|23:lpt_batch|24:lpt_batch|25:lpt_batch|trans:lpt_batch,340,2.134649229,"[0, 143.781797, 595.664291258, 13.0, 34.0, 35.184804]",0,143.781797,595.664291258,13.0,34.0,35.184804,0,143.781797,595.664291258,13.0,34.0,35.184804,1.209876127,1.426598466,5.609778997,0.379313251
64,200,15,200,22:lpt_batch|23:lpt_batch|24:agent_greedy|25:lpt_batch|trans:lpt_batch,340,2.085699224,"[0, 291.573396, 559.10729167, 22.0, 37.0, 41.338339]",0,291.573396,559.10729167,22.0,37.0,41.338339,0,291.573396,559.10729167,22.0,37.0,41.338339,1.042756853,3.016740293,4.245125574,0.532393776
65,120,15,120,22:lpt_batch|23:lpt_batch|24:lpt_batch|25:lpt_batch|trans:lpt_batch,340,1.832805991,"[0, 124.379141, 573.646721126, 11.0, 20.0, 46.674793]",0,124.379141,573.646721126,11.0,20.0,46.674793,0,124.379141,573.646721126,11.0,20.0,46.674793,1.216027164,1.427692308,4.506707946,0.497051389
66,105,15,105,22:agent_sample_50|23:agent_greedy|24:agent_sample_6|25:lpt_batch|trans:lpt_batch,340,1.471909869,"[0, 187.172402, 269.300144815, 6.0, 25.0, 98.658542]",0,187.172402,269.300144815,6.0,25.0,98.658542,0,187.172402,269.300144815,6.0,25.0,98.658542,2.849470823,1.549294184,6.33015873,2.39700127
67,175,15,175,22:lpt_batch|23:lpt_batch|24:lpt_batch|25:lpt_batch|trans:lpt_batch,340,2.050969172,"[0, 260.702192, 510.309391912, 11.0, 19.0, 37.214818]",0,260.702192,510.309391912,11.0,19.0,37.214818,0,260.702192,510.309391912,11.0,19.0,37.214818,1.099933704,1.376058723,3.907349355,0.381271598
68,192,15,192,22:long_cut_batch|23:agent_sample_26|24:lpt_batch|25:lpt_batch|trans:lpt_batch,340,2.24351244,"[0, 299.252938, 485.556818173, 25.0, 32.0, 106.587313]",0,299.252938,485.556818173,25.0,32.0,106.587313,0,299.252938,485.556818173,25.0,32.0,106.587313,0.623894207,2.775213897,5.553516144,0.753738264
69,163,15,163,22:agent_sample_61|23:agent_sample_42|24:agent_sample_4|25:lpt_batch|trans:lpt_batch,340,1.850723958,"[0, 311.909028, 461.405701548, 4.0, 25.0, 78.443111]",0,311.909028,461.405701548,4.0,25.0,78.443111,0,311.909028,461.405701548,4.0,25.0,78.443111,0.977840984,0.732867134,8.737179488,1.272744557
70,240,15,240,22:lpt_batch|23:lpt_batch|24:lpt_batch|25:lpt_batch|trans:lpt_batch,340,2.277430654,"[0, 307.722466, 384.718899219, 11.0, 41.0, 27.534065]",0,307.722466,384.718899219,11.0,41.0,27.534065,0,307.722466,384.718899219,11.0,41.0,27.534065,0.596826823,1.201948052,5.395238096,0.328527646
71,135,15,135,22:lpt_batch|23:lpt_batch|24:long_cut_batch|25:lpt_batch|trans:lpt_batch,340,1.900440598,"[0, 165.628052, 636.972253493, 15.0, 49.0, 64.034572]",0,165.628052,636.972253493,15.0,49.0,64.034572,0,165.628052,636.972253493,15.0,49.0,64.034572,1.57138115,2.235736399,8.522705364,0.708503676
72,199,15,199,22:agent_greedy|23:agent_sample_59|24:agent_sample_47|25:lpt_batch|trans:lpt_batch,340,2.123518753,"[0, 290.167465, 481.494893487, 22.0, 39.0, 108.713043]",0,290.167465,481.494893487,22.0,39.0,108.713043,0,290.167465,481.494893487,22.0,39.0,108.713043,0.651206391,3.162520344,6.185314009,0.850209104
73,158,15,158,22:agent_sample_19|23:agent_sample_47|24:agent_sample_16|25:lpt_batch|trans:lpt_batch,340,1.930591941,"[0, 292.365265, 366.778243761, 13.0, 29.0, 78.214108]",0,292.365265,366.778243761,13.0,29.0,78.214108,0,292.365265,366.778243761,13.0,29.0,78.214108,0.585826803,2.120272946,4.12051282,0.803403904
74,132,15,132,22:agent_sample_45|23:agent_sample_28|24:agent_sample_61|25:lpt_batch|trans:lpt_batch,340,1.729335737,"[0, 175.364722, 159.993815346, 11.0, 39.0, 99.961575]",0,175.364722,159.993815346,11.0,39.0,99.961575,0,175.364722,159.993815346,11.0,39.0,99.961575,0.478343369,2.160148828,7.261671334,1.128105585
75,89,15,89,22:agent_sample_43|23:agent_sample_33|24:agent_sample_32|25:lpt_batch|trans:lpt_batch,340,1.490028405,"[0, 120.787389, 293.581695305, 8.0, 32.0, 72.527383]",0,120.787389,293.581695305,8.0,32.0,72.527383,0,120.787389,293.581695305,8.0,32.0,72.527383,1.301545031,1.176068376,8.634698635,1.2709771
76,94,15,94,22:agent_sample_54|23:long_bevel_batch|24:agent_sample_62|25:lpt_batch|trans:lpt_batch,340,2.229858661,"[0, 183.943742, 302.824553372, 8.0, 37.0, 121.72254]",0,183.943742,302.824553372,8.0,37.0,121.72254,0,183.943742,302.824553372,8.0,37.0,121.72254,1.325531355,1.445454546,8.527903469,1.831246047
77,91,15,91,22:lpt_batch|23:agent_sample_47|24:agent_sample_58|25:lpt_batch|trans:agent_sample_8,340,1.661141706,"[0, 105.730992, 556.2095678, 15.0, 30.0, 62.258027]",0,105.730992,556.2095678,15.0,30.0,62.258027,0,105.730992,556.2095678,15.0,30.0,62.258027,1.632071502,2.597069598,6.39213732,0.829732207
78,146,15,146,22:lpt_batch|23:lpt_batch|24:lpt_batch|25:lpt_batch|trans:lpt_batch,340,2.119619012,"[0, 120.001755, 361.776169593, 11.0, 36.0, 32.943752]",0,120.001755,361.776169593,11.0,36.0,32.943752,0,120.001755,361.776169593,11.0,36.0,32.943752,0.711549733,1.150692336,4.631192322,0.321650714
79,101,15,101,22:agent_sample_20|23:agent_sample_20|24:agent_sample_26|25:lpt_batch|trans:lpt_batch,340,1.797091413,"[0, 197.963799, 329.141084251, 8.0, 22.0, 68.079606]",0,197.963799,329.141084251,8.0,22.0,68.079606,0,197.963799,329.141084251,8.0,22.0,68.079606,1.225049284,1.152777777,8.1,1.02724644
